Date,Open,High,Low,Close,Adj Close,Volume
2024-01-11,50.000000,52.220001,46.299999,46.759998,46.759998,5975000
2024-01-12,46.590000,46.619999,43.500000,43.860001,43.860001,3436100
2024-01-16,43.299999,43.669998,42.310001,43.509998,43.509998,2866500
2024-01-17,42.650002,43.060001,42.299999,42.860001,42.860001,1250300
2024-01-18,42.799999,42.919998,40.709999,40.950001,40.950001,2873600
2024-01-19,41.209999,42.270000,40.380001,41.730000,41.730000,2089800
2024-01-22,40.790001,40.919998,39.458000,40.205002,40.205002,3238300
2024-01-23,38.910000,39.660000,38.619999,39.220001,39.220001,2824500
2024-01-24,40.049999,40.259998,39.540001,39.599998,39.599998,2370400
2024-01-25,40.070000,40.133999,39.570000,39.869999,39.869999,1243000
2024-01-26,41.240002,42.259998,41.139999,42.020000,42.020000,2409900
2024-01-29,42.029999,43.359001,41.799999,43.209999,43.209999,2511000
2024-01-30,43.439999,43.779999,43.250000,43.610001,43.610001,2015900
2024-01-31,42.750000,43.790001,42.520000,42.549999,42.549999,1622100
2024-02-01,42.410000,43.299999,42.380001,43.060001,43.060001,1761400
2024-02-02,42.740002,43.500000,42.709999,42.950001,42.950001,2138400
2024-02-05,43.369999,43.419998,42.299999,42.380001,42.380001,1180200
2024-02-06,42.889999,43.410000,42.849998,43.119999,43.119999,1404700
2024-02-07,43.169998,44.310001,42.910000,44.169998,44.169998,1979900
2024-02-08,45.130001,45.689999,44.919998,45.599998,45.599998,2144000
2024-02-09,47.060001,48.270000,46.830002,47.599998,47.599998,2419300
2024-02-12,48.259998,50.500000,48.209999,50.310001,50.310001,2134700
2024-02-13,49.070000,49.590000,48.419998,49.470001,49.470001,3147900
2024-02-14,51.770000,52.200001,51.330002,51.820000,51.820000,3894500
2024-02-15,52.580002,52.959000,51.689999,51.840000,51.840000,3357500
2024-02-16,52.349998,52.560001,51.709999,51.970001,51.970001,1884000
2024-02-20,52.439999,52.439999,50.820000,52.080002,52.080002,2734300
2024-02-21,51.000000,51.480000,50.689999,51.020000,51.020000,3819100
2024-02-22,51.150002,52.150002,51.060001,52.110001,52.110001,1260500
2024-02-23,51.270000,51.369999,50.660000,51.139999,51.139999,1352100
2024-02-26,51.459999,55.040001,51.430000,54.529999,54.529999,5198500
2024-02-27,56.980000,57.750000,56.330002,57.139999,57.139999,3591900
2024-02-28,60.340000,64.410004,59.139999,60.500000,60.500000,7308200
2024-02-29,63.459999,63.740002,60.439999,62.279999,62.279999,3167100
2024-03-01,62.509998,63.410000,61.250000,63.180000,63.180000,1892700
2024-03-04,65.489998,68.099998,65.449997,67.790001,67.790001,4169900
2024-03-05,67.820000,69.519997,59.599998,62.040001,62.040001,8501800
2024-03-06,66.949997,67.690002,65.400002,67.099998,67.099998,2842400
2024-03-07,67.480003,68.230003,66.779999,67.779999,67.779999,3522500
2024-03-08,68.250000,70.478996,66.250000,69.389999,69.389999,3950500
2024-03-11,72.449997,73.010002,71.459999,72.199997,72.199997,4907900
2024-03-12,72.379997,73.279999,68.730003,71.400002,71.400002,7426100
2024-03-13,72.790001,73.622002,71.760002,73.610001,73.610001,3734700
2024-03-14,72.720001,72.809998,68.410004,69.419998,69.419998,5872900
2024-03-15,67.849998,70.730003,67.440002,69.150002,69.150002,3185500
2024-03-18,67.970001,68.574997,66.570000,66.860001,66.860001,3185400
2024-03-19,63.740002,65.809998,62.250000,64.410004,64.410004,4962500
2024-03-20,63.439999,66.110001,62.080002,65.919998,65.919998,5531800
2024-03-21,67.699997,67.720001,64.910004,65.220001,65.220001,3427400
2024-03-22,64.180000,64.339996,62.650002,64.000000,64.000000,2928600
2024-03-25,67.029999,71.239998,67.010002,71.129997,71.129997,4198700
2024-03-26,70.889999,71.040001,69.370003,69.529999,69.529999,2508600
2024-03-27,71.699997,71.839996,68.440002,68.699997,68.699997,2850900
2024-03-28,71.169998,71.790001,70.529999,70.980003,70.980003,3175600
2024-04-01,70.150002,70.199997,68.110001,69.779999,69.779999,1958600
2024-04-02,64.930000,66.339996,64.550003,65.970001,65.970001,1976500
2024-04-03,65.760002,66.994003,65.570000,65.870003,65.870003,1198700
2024-04-04,67.379997,69.430000,67.165001,68.540001,68.540001,1844700
2024-04-05,66.970001,68.660004,66.870003,67.430000,67.430000,1813500
